river_name,question_id,question,answer_1,answer_2,answer_3,answer_4,answer_5,correct_answer_index
Trout River (Chateauguay River tributary),Trout River (Chateauguay River tributary)_2,Which administrative region in Quebec is the Trout River located within?,Laurentides,Montérégie,Lanaudière,Estrie,Outaouais,1
Trout River (Florida),Trout River (Florida)_1,"What is the maximum width of the Trout River, and where is this measurement taken?",0.6 miles (1.0 km) near the St. Johns River,0.6 km (0.37 miles) at its widest point,1.0 mile (1.6 km) near the Ribault River,32 km (20 miles) at its mouth,0.37 miles (0.6 km) near the Ribault River,0
Trout River (Florida),Trout River (Florida)_2,"What is the approximate length of the Trout River in miles, and what is its relationship to another river?","20 miles long, a tributary of the St. Johns River","32 miles long, a tributary of the Ribault River","20 km long, a tributary of the St. Johns River","1.0 mile long, a tributary of the St. Johns River","32 km long, a tributary of the St. Johns River",0
Trout River (Iowa),Trout River (Iowa)_1,What is the approximate length of the Trout River in kilometers?,21.7 km,13.5 km,8 km,5 km,21.5 km,0
Trout River (Iowa),Trout River (Iowa)_2,The Trout River originates in which township within Winneshiek County?,Frankville Township,Glenwood Township,Decorah Township,Iowa Township,Winneshiek Township,0
Trout River (Michigan),Trout River (Michigan)_1,What is the total length of the Trout River in kilometers?,13.7 km,8.5 km,22.2 km,137 km,8.5 miles,0
Trout River (Michigan),Trout River (Michigan)_2,At what specific location does the Trout River discharge into Lake Huron?,Rogers City,Presque Isle County,Michigan's northern coast,The Great Lakes system,Near the Canadian border,0
Trout River (Vermont),Trout River (Vermont)_1,During which period is safe circulation on the Trout River's ice generally possible?,Late December to early March,Mid-November to mid-February,Early January to late March,Late December to mid-March,Mid-December to early March,0
Trout River (Vermont),Trout River (Vermont)_2,Which of the following roads serves the Trout River Valley on the northeast bank?,Jay Mountain Road (route 242),Hazens Notch Road (route 58),North Main Street (VT 118),East Berkshire Road (route 118),Montgomery Road (route 242),2
Trout Run (East Branch Fishing Creek tributary),Trout Run (East Branch Fishing Creek tributary)_1,What is the approximate length of Trout Run in kilometers?,2.4 km,1.5 km,0.62 km,1.6 km,3.2 km,0
Trout Run (East Branch Fishing Creek tributary),Trout Run (East Branch Fishing Creek tributary)_2,Which geological formations are present in the watershed of Trout Run?,Catskill Formation and Huntley Mountain Formation,Catskill Formation and Marcellus Shale Formation,Huntley Mountain Formation and Lock Haven Formation,Oquaga Formation and Catskill Formation,Deep-Wellsboro Formation and Huntley Mountain Formation,0
Trout Run (Shamokin Creek tributary),Trout Run (Shamokin Creek tributary)_1,What is the approximate watershed area of Trout Run in square kilometers?,7.8 km²,2.3 km²,3.01 km²,1.4 km²,5.2 km²,0
Trout Run (Shamokin Creek tributary),Trout Run (Shamokin Creek tributary)_2,Trout Run is designated as a Coldwater Fishery and what other fishery type?,Warmwater Fishery,Migratory Fishery,Trout Fishery,Estuarine Fishery,Anadromous Fishery,1
Truckee River,Truckee River_1,What is the approximate length of the Truckee River in miles?,121 miles,195 miles,150 miles,100 miles,200 miles,0
Truckee River,Truckee River_2,The Truckee River serves as the sole outlet for which major alpine lake?,Lake Tahoe,Pyramid Lake,Mono Lake,Crater Lake,Lake Mead,0
Trumansburg Creek,Trumansburg Creek_1,Trumansburg Creek empties into which major New York water body?,Cayuga Lake,Seneca Lake,Oneida Lake,Chautauqua Lake,Lake Ontario,0
Trumansburg Creek,Trumansburg Creek_2,Which of the following counties is NOT listed as being part of Trumansburg Creek's location?,Monroe County,Seneca County,Schuyler County,Tompkins County,Cortland County,0
Trunk Creek,Trunk Creek_1,What geographical feature is Trunk Creek classified as?,A stream,A river,A creek,A brook,A waterway,0
Trunk Creek,Trunk Creek_2,In which U.S. state is Trunk Creek located?,Wyoming,South Dakota,North Dakota,Montana,Nebraska,1
Tryon Creek,Tryon Creek_1,What percentage of Tryon Creek's watershed was wooded as of 2005?,37 percent,21 percent,6.5 percent,4.85 percent,50 percent,0
Tryon Creek,Tryon Creek_2,"Which geological formation, part of an exotic terrane, lies beneath the Tryon Creek watershed?",Waverly Hills Formation,Columbia River Basalt Group,Mount Hood Volcanics,Cascades Volcanic Arc,Troutdale Formation,0
Tsirku River,Tsirku River_1,What is the approximate width of the Tsirku River's delta in miles?,4 miles,6 miles,2 miles,8 miles,10 miles,0
Tsirku River,Tsirku River_2,The Tsirku River is the second largest tributary to which other river?,Klehini River,Chilkat River,Yukon River,Stikine River,Alsek River,1
Tskhenistsqali,Tskhenistsqali_1,What is the total drainage basin area of the Tskhenistsqali River in square miles?,820 sq mi,"2,120 sq mi",109 sq mi,176 sq mi,212 sq mi,0
Tskhenistsqali,Tskhenistsqali_2,Which of the following is a tributary of the Tskhenistsqali River originating from its left bank?,Leuseri,Zsekho,Janolula,Kheleldula,Khopuri,4
Tsoo-Yess River,Tsoo-Yess River_1,Approximately how far upstream from the Tsoo-Yess River's mouth is the Makah National Fish Hatchery located?,2 miles,5 miles,1 mile,10 miles,0.5 miles,0
Tsoo-Yess River,Tsoo-Yess River_2,Which geographical feature marks the origin of the Tsoo-Yess River?,The northwestern Olympic Mountains,The Olympic National Forest,The Olympic Coastal Range,The Cascade foothills,The Olympic Peninsula's central plateau,0
Tualatin River,Tualatin River_1,What is the approximate length of the Tualatin River in miles?,83 miles,134 miles,"500,000 miles",15 miles,80 miles,0
Tualatin River,Tualatin River_2,The Tualatin River is a tributary of which larger river?,Columbia River,Willamette River,Snake River,Oregon River,Portland River,1
Tub Mill Brook,Tub Mill Brook_1,In which New York county is Tub Mill Brook located?,Delaware County,Sullivan County,Broome County,Chenango County,Tioga County,0
Tub Mill Brook,Tub Mill Brook_2,Tub Mill Brook empties into which other brook?,Wilson Hollow Brook,Beaver Kill Brook,Ouleout Creek,East Branch Delaware River,West Branch Delaware River,0
Tub Run (Youghiogheny River tributary),Tub Run (Youghiogheny River tributary)_1,What is the approximate length of Tub Run in kilometers?,7.89 km,4.90 km,7.98 km,4.09 km,8.79 km,0
Tub Run (Youghiogheny River tributary),Tub Run (Youghiogheny River tributary)_2,Tub Run is classified as which order tributary?,3rd order,2nd order,4th order,1st order,5th order,0
Tub Run (Youghiogheny River tributary),Tub Run (Youghiogheny River tributary)_1,What is the approximate length of Tub Run in kilometers?,7.89 km,4.90 km,7.98 km,4.09 km,8.79 km,0
Tub Run (Youghiogheny River tributary),Tub Run (Youghiogheny River tributary)_2,Tub Run is classified as which order tributary within its river system?,3rd order,1st order,2nd order,4th order,5th order,0
Tubbs Branch (Deep Creek tributary),Tubbs Branch (Deep Creek tributary)_1,What is the approximate length of Tubbs Branch in kilometers?,1.48 km,0.92 km,2.40 km,1.58 km,0.82 km,0
Tubbs Branch (Deep Creek tributary),Tubbs Branch (Deep Creek tributary)_2,Tubbs Branch is classified as what order tributary?,2nd order,1st order,3rd order,4th order,0th order,0
Tubmill Branch (Swan Creek tributary),Tubmill Branch (Swan Creek tributary)_1,"What is the precise length of Tubmill Branch in kilometers, considering its designation as a 2nd order tributary?",3.48 km,2.16 km,5.64 km,3.48 mi,2.16 mi,0
Tubmill Branch (Swan Creek tributary),Tubmill Branch (Swan Creek tributary)_2,"Tubmill Branch is a tributary to which larger waterway in Kent County, Delaware?",Swan Creek,Tubmill Branch (Maryland),Caroline County Creek,Kent County River,Delaware River,0
Tubutulik River,Tubutulik River_1,What was the approximate ranking of placer gold production in the Tubutulik River valley compared to other mining districts in Alaska during its peak?,Second only to Nome,Third highest in the state,Comparable to Fairbanks,The highest in the Bering Sea region,Fifth in overall Alaskan production,0
Tubutulik River,Tubutulik River_2,"In what year did mining operations commence in the Tubutulik River's Council district area, contributing significantly to its placer gold production?",1898,1849,1905,1912,1880,0
Tucannon River,Tucannon River_1,Approximately how far upstream from Lyons Ferry Park does the Tucannon River join the Snake River?,4 miles,6 miles,100 miles,62 miles,2 miles,0
Tucannon River,Tucannon River_2,What is the approximate total length of the Tucannon River in miles?,4 miles,6 miles,100 miles,62 miles,58 miles,3
Tuckahoe Creek,Tuckahoe Creek_1,What is the approximate length of Tuckahoe Creek in kilometers?,34.6 km,21.5 km,34.0 km,21.0 km,35.6 km,0
Tuckahoe Creek,Tuckahoe Creek_2,Which two counties does Tuckahoe Creek form a boundary between downstream of Hillsboro?,Caroline County and Queen Anne's County,Caroline County and Talbot County,Queen Anne's County and Talbot County,Caroline County and Dorchester County,Talbot County and Dorchester County,1
Tuckahoe River (New Jersey),Tuckahoe River (New Jersey)_1,What is the approximate length of the Tuckahoe River in kilometers?,44.4 km,27.6 km,44.0 km,27.0 km,44.4 miles,0
Tuckahoe River (New Jersey),Tuckahoe River (New Jersey)_2,"The Tuckahoe River is characterized as a blackwater river, a relatively uncommon designation for rivers in which geographical region of the United States?",Northeastern United States,Southeastern United States,Northwestern United States,Southwestern United States,Midwestern United States,0
Tuckasegee River,Tuckasegee River_1,"What is the approximate date associated with the construction of many mounds in the Tuckasegee River area, coinciding with the South Appalachian Mississippian culture era?",About 1000 CE,About 1000 BCE,About 1800 CE,About 1996 CE,About 1997 CE,0
Tuckasegee River,Tuckasegee River_2,Which of the following is a plausible anglicization or transliteration of the Cherokee word believed to mean 'Turtle Place' in relation to the Tuckasegee River?,daksiyi,Oconaluftee,Kituwa,Panthertown,Bryson City,0
Tuckasegee River,Tuckasegee River_1,"What is the approximate date associated with the construction of many mounds in the Tuckasegee River area, coinciding with the South Appalachian Mississippian culture era?",About 1000 CE,About 1000 BCE,About 1800 CE,About 1996 CE,About 1997 CE,0
Tuckasegee River,Tuckasegee River_2,"Which Cherokee word, potentially anglicized or transliterated, is believed to be the origin of the name 'Tuckasegee' and what does it mean?","daksiyi—[takhšiyi], meaning 'Turtle Place'","Kituwa, meaning 'mother town'","Oconaluftee, meaning 'where the deer cross'","Bryson City, meaning 'river confluence'","Fontana, meaning 'dammed lake'",0
Tuckasegee River,Tuckasegee River_1,"What is the approximate year associated with the construction of earthen platform mounds in the Tuckasegee River region, as indicated by the South Appalachian Mississippian culture era?",About 1000 CE,About 1800 CE,About 1000 BCE,About 1996 CE,About 1997 CE,0
Tuckasegee River,Tuckasegee River_2,"Which of the following Cherokee towns, believed to be the 'mother town,' developed along the Tuckasegee River and is associated with an earthen platform mound?",Kituwa,Cullowhee,Bryson City,Oconaluftee,Greenland,0
Tucker River,Tucker River_1,The Tucker River is a geographical feature primarily located within which U.S. state?,Minnesota,Wisconsin,Iowa,North Dakota,Montana,0
Tucker River,Tucker River_2,"Based on its classification, the Tucker River is a tributary of what larger hydrological system?",A major river system within Minnesota,The Great Lakes watershed,The Mississippi River basin,The Missouri River drainage,A coastal estuary system,0
Tucquan Creek,Tucquan Creek_1,What is the approximate length of Tucquan Creek in kilometers?,9.5 km,5.9 km,15.4 km,9.5 miles,5.9 miles,0
Tucquan Creek,Tucquan Creek_2,Tucquan Creek is a tributary of which larger river system?,Susquehanna River,Clark Run,Seven Streams,Pennsylvania Scenic River,Holtwood River,0
Tug Fork,Tug Fork_1,What is the approximate length of the section of the Tug Fork that forms the state line between West Virginia and Virginia?,Approximately 4 miles (6 km),Approximately 20 miles (32 km),Approximately 159 miles (256 km),Approximately 10 miles (16 km),Approximately 6 miles (10 km),0
Tug Fork,Tug Fork_2,"According to George R. Stewart's account, what specific action led to the origin of the name 'Tug Fork' from the Sandy Creek Expedition?",Hunging buffalo hides on a tree and later cutting them into strips called 'tugs' for consumption,Killing and eating two buffaloes during the expedition,Conducting the Sandy Creek Expedition against the Shawnee,Cutting buffalo hides into strips for shelter,Roasting and eating the entire buffaloes,0
Tugaloo River,Tugaloo River_1,What is the Tugaloo River's approximate length in kilometers?,73.9 km,45.9 km,73.0 km,45.0 km,73.9 miles,0
Tugaloo River,Tugaloo River_2,"Which two rivers converge to form an arm of Lake Tugalo, feeding the Tugaloo River?",Tallulah River and Chattooga River,Seneca River and Keowee River,Savannah River and Tugaloo River,Toccoa Creek and Tallulah River,Chattooga River and Seneca River,0
Tujunga Wash,Tujunga Wash_1,What is the approximate percentage of the Los Angeles River's flow that Tujunga Wash contributes?,Approximately 20%,Approximately 5%,Approximately 10%,Approximately 50%,Approximately 30%,0
Tujunga Wash,Tujunga Wash_2,During which months does Tujunga Wash typically carry significant flows?,November through April,May through October,June through September,December through March,October through February,0
Tule Creek,Tule Creek_1,In which U.S. state is Tule Creek located?,Texas,Oklahoma,Arkansas,Louisiana,New Mexico,0
Tule Creek,Tule Creek_2,What is the primary geographical classification of Tule Creek?,River,Lake,Bayou,Creek,Canal,0
Tule River,Tule River_1,What is the approximate length of the Tule River in kilometers?,114.9 km,71.4 km,115.9 km,70.4 km,114.0 km,0
Tule River,Tule River_2,"Which of the following rivers historically also emptied into Tulare Lake, forming part of its endorheic basin?",Kern River,Sacramento River,Feather River,American River,Yuba River,0
"Tule River (Shasta County, California)","Tule River (Shasta County, California)_1",What is the total length of the Tule River in kilometers?,9.2 km,5.7 km,14.9 km,9.2 miles,5.7 miles,0
"Tule River (Shasta County, California)","Tule River (Shasta County, California)_2",The Tule River originates within which specific state park?,Ahjumawi Lava Springs State Park,Fall River State Park,Pit River State Park,Sacramento River State Park,Shasta Lava Springs State Park,0
Tulpehocken Creek (Pennsylvania),Tulpehocken Creek (Pennsylvania)_1,What is the approximate length of Tulpehocken Creek in kilometers?,63.6 km,39.5 km,103.1 km,50.0 km,24.5 km,0
Tulpehocken Creek (Pennsylvania),Tulpehocken Creek (Pennsylvania)_2,Which of the following is a major tributary of Tulpehocken Creek?,Allegheny River,Cacoosing Creek,Ohio River,Schuylkill River,Delaware River,1
Tumalo Creek,Tumalo Creek_1,What is the approximate length of Tumalo Creek in miles?,20 miles,32 miles,5 miles,10 miles,40 miles,0
Tumalo Creek,Tumalo Creek_2,Which of the following species of trout is explicitly mentioned as inhabiting Tumalo Creek?,Columbia River redband trout,Rainbow trout,Cutthroat trout,Brown trout,Brook trout,0
Tumbling Shoals Creek,Tumbling Shoals Creek_1,What is the precise length of Tumbling Shoals Creek in miles?,3.52 mi,5.66 mi,3.50 mi,3.62 mi,4.52 mi,0
Tumbling Shoals Creek,Tumbling Shoals Creek_2,Tumbling Shoals Creek is classified as what order tributary within the United States?,2nd order,1st order,3rd order,4th order,0th order,1
Tumtum River,Tumtum River_1,What is the approximate length of the Tumtum River in kilometers?,14 km,9 km,23 km,16 km,7 km,0
Tumtum River,Tumtum River_2,The name 'Tumtum' for the river is derived from a Chinook Jargon word that translates to what meaning?,Heart,Valley,Tributary,Flow,Coast,0
Tunas Creek,Tunas Creek_1,What is the precise latitude of Tunas Creek's source?,30°52′53″N,30°52′53″S,102°34′59″N,102°34′59″W,30°53′52″N,0
Tunas Creek,Tunas Creek_2,Tunas Creek is a tributary to which larger river system?,Pecos River,Rio Grande,Colorado River,Brazos River,Trinity River,0
Tunis Run,Tunis Run_1,What is the approximate length of Tunis Run in kilometers?,2.4 km,1.5 km,3.7 km,1.43 km,1.5 miles,0
Tunis Run,Tunis Run_2,What is the watershed area of Tunis Run in square miles?,1.43 sq mi,2.4 sq mi,1.5 sq mi,3.7 sq mi,1.43 km2,0
Tunitas Creek,Tunitas Creek_1,What is the approximate elevation of Tunitas Creek's source in meters?,570 m,10.6 m,1860 m,6.6 m,1060 m,0
Tunitas Creek,Tunitas Creek_2,"If Tunitas Creek Road follows the entire length of the stream from its source to the ocean, what is the approximate length of this road in miles?",10.6 miles,570 miles,1860 miles,6.6 miles,106 miles,3
Tunkhannock Creek (Susquehanna River tributary),Tunkhannock Creek (Susquehanna River tributary)_1,What is the approximate length of the Tunkhannock Viaduct that passes over Tunkhannock Creek?,"2,400 feet",730 miles,68.1 feet,42.3 miles,730 kilometers,0
Tunkhannock Creek (Susquehanna River tributary),Tunkhannock Creek (Susquehanna River tributary)_2,Which of the following is NOT listed as a major tributary of Tunkhannock Creek?,East Branch Tunkhannock Creek,Horton Creek,Loyalsock Creek,Nine Partners Creek,South Branch Tunkhannock Creek,2
Tuolumne River,Tuolumne River_1,What is the approximate drainage watershed area of the Tuolumne River in square miles?,"1,958 square miles","2,400 square miles","5,070 square miles",149 square miles,"8,000 square miles",0
Tuolumne River,Tuolumne River_2,"Which of the following dams, completed between the 1900s and 1930s, was specifically built to supply water to the city of San Francisco?",Don Pedro Dam,New Don Pedro Dam,Hetch Hetchy,San Joaquin Dam,Yosemite Dam,2
Turbid Creek (Alaska),Turbid Creek (Alaska)_1,In which U.S. borough or borough-equivalent is Turbid Creek located?,North Slope Borough,Yukon-Koyukuk Census Area,Denali Borough,Matanuska-Susitna Borough,Fairbanks North Star Borough,0
Turbid Creek (Alaska),Turbid Creek (Alaska)_2,What year was Turbid Creek officially named?,1955,1949,1962,1938,1951,1
Turkey Branch (Tussocky Branch tributary),Turkey Branch (Tussocky Branch tributary)_1,What is the order of Turkey Branch as a tributary?,1st order,2nd order,3rd order,0th order,4th order,0
Turkey Branch (Tussocky Branch tributary),Turkey Branch (Tussocky Branch tributary)_2,What is the length of Turkey Branch in miles?,1.4 miles,0.9 miles,1.0 miles,1.5 miles,0.8 miles,1
Turkey Creek (Crabtree Creek tributary),Turkey Creek (Crabtree Creek tributary)_1,What is the approximate percentage of forested land within the Turkey Creek watershed?,5%,10%,2%,15%,20%,0
Turkey Creek (Crabtree Creek tributary),Turkey Creek (Crabtree Creek tributary)_2,Turkey Creek originates in which North Carolina municipality?,Southwest Cary,Northeast Raleigh,Southeast Durham,Northwest Chapel Hill,Central Apex,0
"Turkey Creek (Hardin County, Tennessee)","Turkey Creek (Hardin County, Tennessee)_1",What geographical feature is Turkey Creek named after?,Wild turkeys,A type of fowl,A local bird species,A specific hunting ground,A migratory bird population,0
"Turkey Creek (Hardin County, Tennessee)","Turkey Creek (Hardin County, Tennessee)_2",In which U.S. state is Turkey Creek located?,Kentucky,Tennessee,Virginia,North Carolina,Georgia,1
Turkey Creek (Indian River tributary),Turkey Creek (Indian River tributary)_1,What is the approximate length of Turkey Creek in kilometers?,6.6 km,4.1 km,5.2 km,7.0 km,3.5 km,0
Turkey Creek (Indian River tributary),Turkey Creek (Indian River tributary)_2,Turkey Creek is a tributary of which larger body of water?,Indian River,Palm Bay,Malabar Creek,Florida Bay,Atlantic Ocean,0
"Turkey Creek (Johnson County, Iowa)","Turkey Creek (Johnson County, Iowa)_1","In which decade was Turkey Creek named, and what was the primary reason for its nomenclature?","1830s, due to a wild turkey hunting ground","1840s, due to a wild turkey hunting ground","1830s, due to the abundance of turkey vultures","1820s, due to a wild turkey hunting ground","1830s, due to a settlement named Turkey Creek",0
"Turkey Creek (Johnson County, Iowa)","Turkey Creek (Johnson County, Iowa)_2",What is the geographical designation of Turkey Creek's location within the United States?,"Johnson County, Iowa","Johnson County, Illinois","Turkey County, Iowa","Johnson County, Missouri","Iowa County, Iowa",0
Turkey Creek (Kansas),Turkey Creek (Kansas)_1,What is the approximate length of Turkey Creek that flows through a tunnel?,"1,261 feet",384 miles,"1,261 meters",384 feet,"1,261 kilometers",0
Turkey Creek (Kansas),Turkey Creek (Kansas)_2,What was the estimated financial impact of the 1998 flood on Turkey Creek?,More than $50 million,Less than $50 million,Exactly $50 million,More than $50 thousand,Less than $50 thousand,0
Turkey Creek (Mississippi),Turkey Creek (Mississippi)_1,In which Mississippi county is Turkey Creek located?,Copiah County,Hinds County,Rankin County,Simpson County,Madison County,0
Turkey Creek (Mississippi),Turkey Creek (Mississippi)_2,Turkey Creek is identified as what type of geographical feature?,A stream,A lake,A bayou,A reservoir,A creek bed,0
Turkey Creek (New York),Turkey Creek (New York)_1,Turkey Creek is located in which New York county?,Oneida County,Monroe County,Erie County,Onondaga County,Albany County,0
Turkey Creek (New York),Turkey Creek (New York)_2,Turkey Creek is a tributary of which other creek?,Mohawk Creek,Oriskany Creek,Genesee Creek,Hudson Creek,Oswego Creek,1
Turkey Creek (Roberson Creek tributary),Turkey Creek (Roberson Creek tributary)_1,What is the stream order of Turkey Creek?,2nd order,1st order,3rd order,4th order,0th order,0
Turkey Creek (Roberson Creek tributary),Turkey Creek (Roberson Creek tributary)_2,Turkey Creek is a tributary to which larger waterway?,Roberson Creek,Chatham Creek,North Creek,Turkey River,Creek Roberson,0
Turkey Creek (South Dakota),Turkey Creek (South Dakota)_1,What is the primary reason for the naming of Turkey Creek in South Dakota?,The abundance of wild turkeys in the vicinity.,A historical trading post named 'Turkey's Roost'.,The shape of the creek resembling a turkey's leg.,A prominent rock formation known as 'Turkey Rock'.,The migratory path of wild turkeys through the region.,0
Turkey Creek (South Dakota),Turkey Creek (South Dakota)_2,In which U.S. state is Turkey Creek located?,Montana,Wyoming,South Dakota,North Dakota,Nebraska,2
Turkey Creek (Stewarts Creek tributary),Turkey Creek (Stewarts Creek tributary)_1,What is the precise length of Turkey Creek in miles?,2.91 miles,4.68 miles,1.00 mile,3.00 miles,2.90 miles,0
Turkey Creek (Stewarts Creek tributary),Turkey Creek (Stewarts Creek tributary)_2,Turkey Creek is classified as what order tributary within its watershed?,1st order,2nd order,3rd order,4th order,0th order,0
Turkey Ridge Creek,Turkey Ridge Creek_1,What geographical feature gives Turkey Ridge Creek its name?,"Turkey Ridge, an elevation",A flock of wild turkeys,A geological formation known as Turkey Ridge,The town of Turkey Ridge,A specific type of wild turkey found in the area,0
Turkey Ridge Creek,Turkey Ridge Creek_2,The naming of Turkey Ridge Creek is directly attributed to what characteristic of Turkey Ridge?,Its significant population of wild turkeys,Its prominent elevation above the surrounding landscape,Its unique geological composition,Its historical significance as a hunting ground,Its proximity to a major river system,0
Turkey River (Iowa),Turkey River (Iowa)_1,What is the total area of the Turkey River's watershed in square kilometers?,"4,384 km²","1,083 km²",246 km²,153 km²,"1,083,200 km²",0
Turkey River (Iowa),Turkey River (Iowa)_2,Which of the following cities is located downstream of Eldorado along the Turkey River's course?,Millville,Spillville,Eldorado,Fort Atkinson,Cresco,0
Turkey River (New Hampshire),Turkey River (New Hampshire)_1,What specific event in May 2006 led to the premature end of the school year at St. Paul's School due to the Turkey River?,Record amounts of rainfall over two days causing flooding,"A sudden, unprecedented drought impacting water levels","The river's course shifting significantly, inundating the campus",An unusual ice jam causing a catastrophic overflow,A chemical spill upstream that contaminated the river,0
Turkey River (New Hampshire),Turkey River (New Hampshire)_2,"The Turkey River originates from the outlet of which specific body of water in Concord, New Hampshire?",Little Turkey Pond,Big Turkey Pond,Turkey Lake,Turkey Creek Reservoir,Turkey Stream,0
Turkey Run (Shellpot Creek tributary),Turkey Run (Shellpot Creek tributary)_1,What is the precise length of Turkey Run in miles?,1.67 miles,2.69 miles,1.50 miles,1.75 miles,2.50 miles,0
Turkey Run (Shellpot Creek tributary),Turkey Run (Shellpot Creek tributary)_2,"Turkey Run is classified as what order tributary, and into which larger creek does it flow?",2nd order tributary to Delaware River,1st order tributary to Shellpot Creek,3rd order tributary to Brandywine Creek,1st order tributary to Delaware River,2nd order tributary to Shellpot Creek,1
Turkey Run (West Branch Susquehanna River tributary),Turkey Run (West Branch Susquehanna River tributary)_1,What is the approximate total area of the watershed for Turkey Run?,2.18 square miles,3.5 square kilometers,2.2 miles,5.6 square miles,2.18 square kilometers,0
Turkey Run (West Branch Susquehanna River tributary),Turkey Run (West Branch Susquehanna River tributary)_2,Turkey Run is designated for which two types of fisheries within its watershed?,Warmwater Fishery and Migratory Fishery,Coldwater Fishery and Trout Fishery,Warmwater Fishery and Coldwater Fishery,Migratory Fishery and Saltwater Fishery,Trout Fishery and Migratory Fishery,0
Turkeyfoot Run (Kings Creek tributary),Turkeyfoot Run (Kings Creek tributary)_1,What is the total length of Turkeyfoot Run in kilometers?,2.16 km,1.34 km,3.50 km,1.34 mi,2.16 mi,0
Turkeyfoot Run (Kings Creek tributary),Turkeyfoot Run (Kings Creek tributary)_2,Turkeyfoot Run is classified as which order tributary?,1st order,2nd order,3rd order,Kings Creek order,Tributary order,0
Turkeyhen Run,Turkeyhen Run_1,What is the primary geographical designation of Turkeyhen Run?,A stream,A creek,A river,A tributary,A channel,0
Turkeyhen Run,Turkeyhen Run_2,In which specific county is Turkeyhen Run located?,Athens County,Washington County,Meigs County,Hocking County,Morgan County,1
Turnbull Creek (Cape Fear River tributary),Turnbull Creek (Cape Fear River tributary)_1,What is the order of Turnbull Creek within its river system?,3rd order,2nd order,4th order,1st order,5th order,0
Turnbull Creek (Cape Fear River tributary),Turnbull Creek (Cape Fear River tributary)_2,Turnbull Creek is a tributary to which larger river system?,Cape Fear River,Neuse River,Yadkin River,Roanoke River,Pee Dee River,0
Turner Creek,Turner Creek_1,Turner Creek is a tributary to which larger river system?,East Fork Black River,West Fork Black River,North Black River,South Black River,Middle Black River,0
Turner Creek,Turner Creek_2,The naming origin of Turner Creek is attributed to what?,A pioneer landowner,A prominent local politician,A significant historical event,A unique geological feature,A native indigenous tribe,0
Turners Creek (Stewarts Creek tributary),Turners Creek (Stewarts Creek tributary)_1,What is the precise length of Turners Creek in miles?,3.03 mi,4.88 mi,3.00 mi,3.30 mi,2.03 mi,0
Turners Creek (Stewarts Creek tributary),Turners Creek (Stewarts Creek tributary)_2,Turners Creek is classified as what order tributary within its watershed?,1st order,2nd order,3rd order,4th order,0th order,0
Turniptown Creek,Turniptown Creek_1,Turniptown Creek is a tributary to which larger river?,The Ellijay River,The Chattahoochee River,The Coosawattee River,The Etowah River,The Oconee River,0
Turniptown Creek,Turniptown Creek_2,The name 'Turniptown' is a direct translation of what original language name for the creek?,Native Cherokee,Muscogee Creek,Algonquian,Siouan,Iroquoian,0
Turpentine Run,Turpentine Run_1,In which island territory is Turpentine Run located?,United States Virgin Islands,British Virgin Islands,Lesser Antilles,Greater Antilles,Puerto Rico,0
Turpentine Run,Turpentine Run_2,What type of geographical feature is Turpentine Run?,Stream,River,Creek,Canal,Bayou,0
"Turtle Creek (Dallas County, Texas)","Turtle Creek (Dallas County, Texas)_1",Turtle Creek is a tributary of which larger river system?,Trinity River,Brazos River,Colorado River,Red River,Sabine River,0
"Turtle Creek (Dallas County, Texas)","Turtle Creek (Dallas County, Texas)_2",In which county are the headwaters of Turtle Creek located?,"Dallas County, Texas","Collin County, Texas","Denton County, Texas","Tarrant County, Texas","Rockwall County, Texas",0
"Turtle Creek (Matagorda County, Texas)","Turtle Creek (Matagorda County, Texas)_1","What is the approximate distance, in miles, that Turtle Creek flows from its source to its confluence?",12.5 miles,20 miles,10.5 miles,15.5 miles,25 miles,0
"Turtle Creek (Matagorda County, Texas)","Turtle Creek (Matagorda County, Texas)_2",Turtle Creek originates west of which Texas town before flowing southwest?,Palacios,Blessing,Matagorda,Bay City,Wharton,1
Turtle Creek (Monongahela River tributary),Turtle Creek (Monongahela River tributary)_1,What is the approximate length of Turtle Creek in kilometers?,34.0 km,21.1 km,34.0 miles,17.5 km,40.0 km,0
Turtle Creek (Monongahela River tributary),Turtle Creek (Monongahela River tributary)_2,In which U.S. state is Turtle Creek located?,New York,Ohio,Pennsylvania,West Virginia,Maryland,2
Turtle Creek (South Dakota),Turtle Creek (South Dakota)_1,What geographical feature is Turtle Creek a part of in the United States?,A stream in South Dakota,A river in Montana,A creek in Wyoming,A waterway in Nebraska,A tributary in Iowa,0
Turtle Creek (South Dakota),Turtle Creek (South Dakota)_2,What was the original ecological significance of Turtle Creek that led to its naming?,It was the natural habitat of turtles.,It was a primary source of freshwater for deer.,It was a breeding ground for migratory birds.,It was a feeding area for beavers.,It was a nesting site for otters.,0
Turtle Creek (Susquehanna River tributary),Turtle Creek (Susquehanna River tributary)_1,What is the approximate length of Turtle Creek in kilometers?,4.0 km,2.5 km,1.59 km,4.1 km,2.0 km,0
Turtle Creek (Susquehanna River tributary),Turtle Creek (Susquehanna River tributary)_2,What is the total watershed area of Turtle Creek in square miles?,4.1 sq mi,2.5 sq mi,1.59 sq mi,4.0 sq mi,1.0 sq mi,2
